code,description
52052200,"single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 232,56 decitex to < 714,29 decitex ""> mn 14 to mn 43"" (excl. sewing thread and yarn put up for retail sale)"
52052300,"single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 192,31 decitex to < 232,56 decitex ""> mn 43 to mn 52"" (excl. sewing thread and yarn put up for retail sale)"
52052400,"single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 125 decitex to < 192,31 decitex ""> mn 52 to mn 80"" (excl. sewing thread and yarn put up for retail sale)"
52052600,"single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 106,38 decitex to < 125 decitex ""> mn 80 to mn 94"" (excl. sewing thread and yarn put up for retail sale)"
52051100,"single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of >= 714,29 decitex ""<= mn 14"" (excl. sewing thread and yarn put up for retail sale)"
52051200,"single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of 232,56 decitex to < 714,29 decitex ""> mn 14 to mn 43"" (excl. sewing thread and yarn put up for retail sale)"
52051300,"single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of 192,31 decitex to < 232,56 decitex ""> mn 43 to mn 52"" (excl. sewing thread and yarn put up for retail sale)"
52051400,"single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of 125 decitex to < 192,31 decitex ""> mn 52 to mn 80"" (excl. sewing thread and yarn put up for retail sale)"
520515,"single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of < 125 decitex ""> mn 80"" (excl. sewing thread and yarn put up for retail sale)"
52051510,"single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of 83,33 decitex to < 125 decitex ""> mn 80 to mn 120"" (excl. sewing thread and yarn put up for retail sale)"
52051590,"single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of < 83,33 decitex ""> mn 120"" (excl. sewing thread and yarn put up for retail sale)"
52041100,"sewing thread, containing >= 85% cotton by weight (excl. that put up for retail sale)"
52041900,"sewing thread, containing predominantly, but < 85% cotton by weight (excl. that put up for retail sale)"
52042000,"cotton sewing thread, put up for retail sale"
520100,"cotton, neither carded nor combed"
52010010,"cotton, neither carded nor combed, rendered absorbent or bleached"
52010090,"cotton, neither carded nor combed (excl. rendered absorbent or bleached)"
52021000,"cotton yarn waste, incl. thread waste"
52029100,garnetted stock of cotton
52029900,"cotton waste (excl. yarn waste, thread waste and garnetted stock)"
52030000,"cotton, carded or combed"
53031000,"jute and other textile bast fibres, raw or retted (excl. flax, true hemp and ramie)"
53039000,"jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. yarn waste and garnetted stock (excl. retted fibres of this kind, flax, true hemp and ramie)"
53050000,"coconut, abaca ""manila hemp or musa textilis nee"", ramie, agave and other vegetable textile fibres, n.e.s., raw or processed, but not spun; tow, noils and waste of such fibres, incl. yarn waste and garnetted stock"
53072000,"multiple ""folded"" or cabled yarn of jute or of other textile bast fibres of heading5303"
53071000,single yarn of jute or of other textile bast fibres of heading5303
53081000,"coconut ""coir"" yarn"
530820,hemp yarn
53082010,hemp yarn (excl. that put up for retail sale)
53082090,hemp yarn put up for retail sale
530890,"yarn of vegetable textile fibres (excl. flax yarn, yarn of jute or of other textile bast fibres of heading5303, coconut ""coir"" yarn, hemp yarn and cotton yarn)"
53089012,"ramie yarn, with a linear density of >= 277,8 decitex ""<= mn 36"""
53089019,"ramie yarn, with a linear density of < 277,8 decitex ""> mn 36"""
53089050,paper yarn
53089090,"yarn of vegetable textile fibres (excl. flax yarn, yarn of jute or of other textile bast fibres of heading5303, coconut ""coir"" yarn, hemp yarn, paper yarn, ramie yarn and cotton yarn)"
530610,single flax yarn
53061010,"single flax yarn, with a linear density of >= 833,3 decitex ""<= metric number 12"" (excl. put up for retail sale)"
53061030,"single flax yarn, with a linear density of 277,8 decitex to < 833,3 decitex ""> mn 12 to mn 36"" (excl. put up for retail sale)"
53061050,"single flax yarn, with a linear density of < 277,8 decitex ""> mn 36"" (excl. that put up for retail sale)"
53061090,"single flax yarn, put up for retail sale"
530620,"multiple ""folded"" or cabled flax yarn"
53062010,"multiple ""folded"" or cabled flax yarn (excl. for retail sale)"
53062090,"multiple ""folded"" or cabled flax yarn, put up for retail sale"
53011000,"flax, raw or retted"
53012100,"flax, broken or scutched"
53012900,"flax, hackled or otherwise processed, but not spun (excl. broken, scutched and retted flax)"
53013000,"flax tow and waste, incl. yarn waste and garnetted stock"
53021000,"true hemp ""cannabis sativa l."", raw or retted"
53029000,"true hemp ""cannabis sativa l."", processed but not spun; tow and waste of hemp, incl. yarn waste and garnetted stock (excl. retted hemp)"
530911,"woven fabrics of flax, containing >= 85% flax by weight, unbleached or bleached"
53091110,"woven fabrics of flax, containing >= 85% flax by weight, unbleached"
53091190,"woven fabrics of flax, containing >= 85% flax by weight, bleached"
53091900,"woven fabrics of flax, containing >= 85% flax by weight, dyed, made of yarn of different colours, or printed"
53092100,"woven fabrics of flax, containing predominantly, but < 85% flax by weight, unbleached or bleached"
53092900,"woven fabrics of flax, containing predominantly, but < 85% flax by weight, dyed, made of yarn of different colours, or printed"
531010,"woven fabrics of jute or of other textile bast fibres of heading5303, unbleached"
53101010,"woven fabrics of jute or of other textile bast fibres of heading5303, unbleached, of a width of <= 150 cm"
53101090,"woven fabrics of jute or of other textile bast fibres of heading5303, unbleached, of a width of > 150 cm"
53109000,"woven fabrics of jute or of other textile bast fibres of heading5303, bleached, dyed, made of yarn of different colours, or printed"
531100,"woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excl. those of flax, jute, other textile bast fibres of heading5303and cotton yarn)"
53110010,woven fabrics of ramie
53110090,"woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excl. those of flax, jute, other textile bast fibres of heading5303, ramie and cotton yarn)"
540822,"woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, dyed (excl. those of high-tenacity viscose yarn)"
54082210,"woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, dyed, with a width of > 135 cm to 155 cm, in plain, twill, cross twill or satin weave (excl. those of high-tenacity viscose yarn)"
54082290,"woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, dyed (excl. those with a width of > 135 cm to 155 cm, in plain, twill, cross twill or satin weave, and fabrics of high-tenacity viscose yarn)"
54082300,"woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, made of yarn of different colours (excl. those of high-tenacity viscose yarn)"
54082400,"woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, printed (excl. those of high-tenacity viscose yarn)"
54083100,"woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, unbleached or bleached (excl. those of high-tenacity viscose yarn)"
54083200,"woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, dyed (excl. those of high-tenacity viscose yarn)"
54083300,"woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, made of yarn of different colours (excl. those of high-tenacity viscose yarn)"
54083400,"woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, printed (excl. those of high-tenacity viscose yarn)"
54081000,"woven fabrics of high-tenacity viscose yarn, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm"
54082100,"woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, unbleached or bleached (excl. those of high-tenacity viscose yarn)"
54031000,high-tenacity yarn of viscose rayon filament (excl. sewing thread and yarn put up for retail sale)
54033100,"yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, untwisted or with a twist of <= 120 turns per metre (excl. sewing thread, high-tenacity yarn and yarn put up for retail sale)"
54033200,"yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, with a twist of > 120 turns per metre (excl. sewing thread, high-tenacity yarn and yarn put up for retail sale)"
54034200,"multiple ""folded"" or cabled filament yarn of cellulose acetate, incl. monofilament of < 67 decitex (excl. sewing thread, high-tenacity yarn and yarn put up for retail sale)"
54034900,"multiple ""folded"" or cabled artificial filament yarn, incl. artificial monofilament of < 67 decitex (excl. sewing thread, filament yarn of viscose or cellulose acetate and yarn put up for retail sale)"
54033300,"filament yarn of cellulose acetate, incl. monofilament of < 67 decitex, single (excl. sewing thread, high-tenacity yarn and yarn put up for retail sale)"
54033900,"artificial filament yarn, incl. artificial monofilament of < 67 decitex, single (excl. sewing thread, filament yarn of viscose or cellulose acetate and yarn put up for retail sale)"
54034100,"multiple ""folded"" or cabled filament yarn of viscose rayon, incl. monofilament of < 67 decitex (excl. sewing thread, high-tenacity yarn and yarn put up for retail sale)"
54079400,"woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, printed, other than those mixed principally or solely with cotton"
54079100,"woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, unbleached or bleached, other than those mixed principally or solely with cotton"
54079200,"woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, dyed, other than those mixed principally or solely with cotton"
54079300,"woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, made of yarn of different colours, other than those mixed principally or solely with cotton"
54076990,"woven fabrics of yarn containing >= 85% by weight of mixtures of textured and non-textured polyester filaments, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, dyed, made of yarn of different colours or printed"
54077100,"woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, untreated or not further treated than bleached (excl. those of polyester, nylon or other polyamide filaments or monofilaments, and of mixtures of textured and non-textured polyester filaments)"
540769,"woven fabrics of yarn containing >= 85% by weight of mixtures of textured and non-textured polyester filaments, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm"
54076910,"woven fabrics of yarn containing >= 85% by weight of mixtures of textured and non-textured polyester filaments, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, untreated or not further treated than bleached"
54078300,"woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, mixed principally or solely with cotton, made of yarn of different colours"
54078400,"woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, mixed principally or solely with cotton, printed"
54078100,"woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, mixed principally or solely with cotton, unbleached or bleached"
54078200,"woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, mixed principally or solely with cotton, dyed"
54077200,"woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, dyed (excl. those of polyester, nylon or other polyamide filaments or monofilaments, and of mixtures of textured and non-textured polyester filaments)"
54077300,"woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, made of yarn of different colours (excl. those of polyester, nylon or other polyamide filaments or monofilaments, and of mixtures of textured and non-textured polyester filaments)"
54077400,"woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, printed (excl. those of polyester, nylon or other polyamide filaments or monofilaments, and of mixtures of textured and non-textured polyester filaments)"
54071000,"woven fabrics of high-tenacity yarn, nylon, other polyamides or polyesters, incl. monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm"
540720,"woven fabrics of strip or the like, of synthetic filament, incl. monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm"
54072011,"woven fabrics of strip or the like, of polyethylene or polypropylene, incl. monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm, with a width of < 3 m"
54072019,"woven fabrics of strip or the like, of polyethylene or polypropylene, incl. monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm, with a width of >= 3 m"
54072090,"woven fabrics of strip or the like, of synthetic filament, incl. monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm (excl. those of polyethylene or polypropylene)"
54073000,"woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm, consisting of layers of parallel textile yarns superimposed on each other at acute or right angles, the layers being bonded at the intersections of the yarns by an adhesive or by thermal bonding"
54074200,"woven fabrics of filament yarn containing >= 85% nylon or other polyamides by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, dyed"
54074300,"woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, made of yarn of different colours"
54074400,"woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides by weight, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, printed"
54075100,"woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, unbleached or bleached"
54075200,"woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, dyed"
54075300,"woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, made of yarn of different colours"
54076130,"woven fabrics of yarn containing >= 85% by weight of non-textured polyester filaments, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, dyed"
54076150,"woven fabrics of yarn containing >= 85% by weight of non-textured polyester filaments, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, made of yarn of different colours"
54075400,"woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, printed"
540761,"woven fabrics of yarn containing >= 85% by weight of non-textured polyester filaments, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm"
54076110,"woven fabrics of yarn containing >= 85% by weight of non-textured polyester filaments, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, unbleached or bleached"
54074100,"woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, unbleached or bleached"
54076190,"woven fabrics of yarn containing >= 85% by weight of non-textured polyester filaments, incl. monofilament of >= 67 decitex and a maximum diameter of <= 1 mm, printed"
54024400,"synthetic filament elastomeric yarn, single, untwisted or with a twist of <= 50 turns per metre (excl. sewing thread, yarn put up for retail sale, textured yarn and filament yarn of polyester, nylon or other polyamides)"
54024500,"filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, untwisted or with a twist of <= 50 turns per metre (excl. sewing thread, yarn put up for retail sale, elastomeric yarn, high-tenacity yarn and textured yarn)"
54024600,"filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a twist of <= 50 turns per metre, partially oriented (excl. elastomeric yarn, sewing thread, yarn put up for retail sale and textured yarn)"
54024700,"filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a twist of <= 50 turns per metre (excl. elastomeric yarn, sewing thread, yarn put up for retail sale, textured yarn and yarn of partially oriented polyester filament)"
54024800,"filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, untwisted or with a twist of <= 50 turns per metre (excl. elastomeric yarn, sewing thread, yarn put up for retail sale and textured yarn)"
54024900,"synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, untwisted or with a twist of <= 50 turns per metre (excl. sewing thread, yarn put up for retail sale, textured yarn, elastomeric yarn and filament yarn of polyester, nylon or other polyamides)"
54025100,"filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, with a twist of > 50 turns per metre (excl. sewing thread, yarn put up for retail sale, high-tenacity yarn or textured yarn)"
54025200,"filament yarn of polyester, incl. monofilament of < 67 decitex, single, with a twist of > 50 turns per metre (excl. sewing thread, yarn put up for retail sale and textured yarn)"
54025300,"filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, with a twist of > 50 turns per metre (excl. sewing thread, yarn put up for retail sale and textured yarn)"
54025900,"synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, with a twist of > 50 turns per metre (excl. sewing thread, yarn put up for retail sale, textured yarn and filament yarn of polyester, polypropylene, nylon or other polyamides)"
54026100,"multiple ""folded"" or cabled filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex (excl. sewing thread, yarn put up for retail sale and high-tenacity yarn or textured yarn)"
54026200,"multiple ""folded"" or cabled filament yarn of polyester, incl. monofilament of < 67 decitex (excl. sewing thread, yarn put up for retail sale and textured yarn)"
54023200,"textured filament yarn of nylon or other polyamides, with a linear density of > 50 tex per single yarn (excl. sewing thread and yarn put up for retail sale)"
54023300,textured filament yarn of polyester (excl. that put up for retail sale)
54023400,textured synthetic filament yarn of polypropylene (excl. sewing thread and yarn put up for retail sale)
54023900,"textured synthetic filament yarn (excl. sewing thread, yarn put up for retail sale and textured filament yarn of polypropylene, polyester, nylon or other polyamides)"
54026300,"multiple ""folded"" or cabled filament yarn of polypropylene, incl. monofilament of < 67 decitex (excl. sewing thread, yarn put up for retail sale and textured yarn)"
54026900,"multiple ""folded"" or cabled synthetic filament yarn, incl. synthetic monofilament of < 67 decitex (excl. sewing thread, yarn put up for retail sale, textured yarn and filament yarn of polyester, polypropylene, nylon or other polyamides)"
54021100,high-tenacity filament yarn of aramids (excl. sewing thread and yarn put up for retail sale)
54021900,"high-tenacity filament yarn of nylon or other polyamides (excl. sewing thread, yarn put up for retail sale and high-tenacity filament yarn of aramids)"
54022000,high-tenacity filament yarn of polyesters (excl. that put up for retail sale)
54023100,"textured filament yarn of nylon or other polyamides, with a linear density of <= 50 tex per single yarn (excl. sewing thread and yarn put up for retail sale)"
540120,"sewing thread of artificial filaments, whether or not put up for retail sale"
54012010,sewing thread of artificial filaments (excl. that put up for retail sale)
54012090,"sewing thread of artificial filaments, put up for retail sale"
540110,"sewing thread of synthetic filaments, whether or not put up for retail sale"
54011012,sewing thread 'core yarn' of polyester filament surrounded by cotton fibres (excl. that put up for retail sale)
54011014,core yarn of synthetic filaments (excl. that put up for retail sale and polyester filament surrounded by cotton fibres)
54011016,textured sewing yarn of synthetic filaments (excl. core yarn and yarn put up for retail sale)
54011018,"sewing thread of synthetic filaments (excl. core yarn, textured yarn and yarn put up for retail sale)"
54011090,"sewing thread of synthetic filaments, put up for retail sale"
54041100,elastomeric monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm
54049010,"strip and the like, e.g. artificial straw, of polypropylene, with an apparent width of <= 5 mm"
54049090,"synthetic strip and the like, e.g. artificial straw, of synthetic textile material, with an apparent width of <= 5 mm (excl. that of polypropylene)"
54041200,polypropylene monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm (excl. elastomers)
54041900,synthetic monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm (excl. of elastomers and polypropylene)
540490,"strip and the like, e.g. artificial straw, of synthetic textile material, with an apparent width of <= 5 mm"
54050000,"artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip and the like, e.g. artificial straw, of synthetic textile material, with an apparent width of <= 5 mm"
54060000,"man-made filament yarn, put up for retail sale (excl. sewing thread)"
55051070,"waste of polypropylene staple fibres, incl. noils, yarn waste and garnetted stock"
55051090,"waste of synthetic staple fibres, incl. noils, yarn waste and garnetted stock (excl. that of polypropylene, acrylic, modacrlyic, polyester, nylon and other polyamide staple fibres)"
55052000,"waste of artificial staple fibres, incl. noils, yarn waste and garnetted stock"
550510,"waste of synthetic staple fibres, incl. noils, yarn waste and garnetted stock"
55051010,"waste of staple fibres of nylon or other polyamides, incl. noils, yarn waste and garnetted stock"
55051030,"waste of staple fibres of polyesters, incl. noils, yarn waste and garnetted stock"
55051050,"waste of acrylic or modacrylic staple fibres, incl. noils, yarn waste and garnetted stock"
55064000,"staple fibres of polypropylene, carded, combed or otherwise processed for spinning"
55069000,"synthetic staple fibres carded, combed or otherwise processed for spinning (excl. acrylic, modacrylic, polyester, polypropylene, nylon or other polyamides)"
55061000,"staple fibres of nylon or other polyamides, carded, combed or otherwise processed for spinning"
55062000,"staple fibres of polyesters, carded, combed or otherwise processed for spinning"
55063000,"acrylic or modacrylic staple fibres, carded, combed or otherwise processed for spinning"
55029000,"artificial filament tow, as specified in note 1 to chapter 55 (excl. of acetate)"
55021000,"artificial filament tow as specified in note 1 to chapter 55, of acetate"
55031100,"staple fibres of aramids, not carded, combed or otherwise processed for spinning"
55031900,"staple fibres of nylon or other polyamides, not carded, combed or otherwise processed for spinning (excl. those of aramids)"
55032000,"staple fibres of polyesters, not carded, combed or otherwise processed for spinning"
55033000,"acrylic or modacrylic staple fibres, not carded, combed or otherwise processed for spinning"
55034000,"staple fibres of polypropylene, not carded, combed or otherwise processed for spinning"
55039000,"synthetic staple fibres, not carded, combed or otherwise processed for spinning (excl. those of polypropylene, acrylic, modacrylic, polyesters, nylon or other polyamides)"
55014000,"synthetic filament tow as specified in note 1 to chapter 55, of polypropylene"
55019000,"synthetic filament tow as specified in note 1 to chapter 55 (excl. that of acrylic, modacrylic, polyesters, polypropylene, nylon or other polyamide filament)"
55011100,"filament tow as specified in note 1 to chapter 55, of aramids"
55011900,"filament tow as specified in note 1 to chapter 55, of nylon or other polyamides (excl. of aramids)"
55012000,"filament tow as specified in note 1 to chapter 55, of polyesters"
55013000,"filament tow as specified in note 1 to chapter 55, acrylic or modacrylic"
55041000,"staple fibres of viscose rayon, not carded, combed or otherwise processed for spinning"
55049000,"artificial staple fibres, not carded, combed or otherwise processed for spinning (excl. those of viscose rayon)"
550810,"sewing thread of synthetic staple fibres, whether or not put up for retail sale"
55081010,sewing thread of synthetic staple fibres (excl. that put up for retail sale)
55081090,"sewing thread of synthetic staple fibres, put up for retail sale"
550820,"sewing thread of artificial staple fibres, whether or not put up for retail sale"
55082010,sewing thread of artificial staple fibres (excl. that put up for retail sale)
55082090,"sewing thread of artificial staple fibres, put up for retail sale"
55070000,"artificial staple fibres, carded, combed or otherwise processed for spinning"
55164300,"woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed principally or solely with cotton, made of yarn of different colours"
55164400,"woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed principally or solely with cotton, printed"
55169100,"woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other than those mixed principally or solely with cotton, wool, fine animal hair or man-made filament, unbleached or bleached"
55169200,"woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other than those mixed principally or solely with cotton, wool, fine animal hair or man-made filament, dyed"
55163300,"woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed principally or solely with wool or fine animal hair, made of yarn of different colours"
55163400,"woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed principally or solely with wool or fine animal hair, printed"
55164100,"woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed principally or solely with cotton, unbleached or bleached"
55164200,"woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed principally or solely with cotton, dyed"
55162390,"woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed principally or solely with man-made filament, made of yarns of different colours (excl. jacquard fabrics with a width of >= 140 cm; mattress tickings)"
55162400,"woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed principally or solely with man-made filament, printed"
55163100,"woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed principally or solely with wool or fine animal hair, unbleached or bleached"
55163200,"woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed principally or solely with wool or fine animal hair, dyed"
55161100,"woven fabrics containing >= 85% artificial staple fibres by weight, unbleached or bleached"
55161200,"woven fabrics containing >= 85% artificial staple fibres by weight, dyed"
55161300,"woven fabrics containing >= 85% artificial staple fibres by weight, made of yarn of different colours"
55161400,"woven fabrics containing >= 85% artificial staple fibres by weight, printed"
55169300,"woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other than those mixed principally or solely with cotton, wool, fine animal hair or man-made filament, made of yarn of different colours"
55169400,"woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other than those mixed principally or solely with cotton, wool, fine animal hair or man-made filament, printed"
55162200,"woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally or solely with man-made filament, dyed"
551623,"woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally or solely with man-made filament, made of yarn of different colours"
55162310,"woven jacquard fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally or solely with man-made filament, made of yarn of different colours, with a width of >= 140 cm 'mattress tickings'"
55162100,"woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally or solely with man-made filament, unbleached or bleached"
55159920,"woven fabrics containing predominantly, but < 85% synthetic staple fibres, other than those mixed principally or solely with man-made filament or cotton, unbleached or bleached (excl. those of acrylic, modacrylic or polyester staple fibres)"
55159940,"woven fabrics containing predominantly, but < 85% synthetic staple fibres, other than those mixed principally or solely with man-made filament or cotton, printed (excl. those of acrylic, modacrylic or polyester staple fibres)"
55159980,"woven fabrics containing predominantly, but < 85% synthetic staple fibres, other than those mixed principally or solely with man-made filament or cotton, dyed or made of yarn of different colours (excl. those of acrylic, modacrylic or polyester staple fibres)"
55159130,"woven fabrics containing predominantly, but < 85% synthetic staple fibres, mixed principally or solely with man-made filament, printed (excl. those of acrylic, modacrylic or polyester staple fibres)"
55159190,"woven fabrics containing predominantly, but < 85% synthetic staple fibres, mixed principally or solely with man-made filament, dyed or made of yarn of different colours (excl. those of acrylic, modacrylic or polyester staple fibres)"
551599,"woven fabrics containing predominantly, but < 85% synthetic staple fibres, other than those mixed principally or solely with man-made filament or cotton (excl. those of acrylic, modacrylic or polyester staple fibres)"
551519,"woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, other than those mixed principally or solely with wool or fine animal hair, man-made filament, viscose staple fibres or cotton"
55151910,"woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, other than those mixed principally or solely with wool or fine animal hair, man-made filament, viscose staple fibres or cotton, unbleached or bleached"
55151930,"woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, other than those mixed principally or solely with wool or fine animal hair, man-made filament, viscose staple fibres or cotton, printed"
55151990,"woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, other than those mixed principally or solely with wool or fine animal hair, man-made filament, viscose staple fibres or cotton, dyed or made of yarn of different colours"
551521,"woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with man-made filament"
55152299,"woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with combed wool or combed fine animal hair, dyed, made of yarn of different colours, or printed"
55152900,"woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, other than those mixed principally or solely with wool, fine animal hair, man-made filaments or cotton"
551591,"woven fabrics containing predominantly, but < 85% synthetic staple fibres, mixed principally or solely with man-made filament (excl. those of acrylic, modacrylic or polyester staple fibres)"
